District,County,SubCounty,Parish,Village
MANAFWA,BUBULO,NAMABYA,MASAAKA,BUMANDALI A
MANAFWA,BUBULO,NAMABYA,MASAAKA,BUMANDALI B
MANAFWA,BUBULO,NAMABYA,MASAAKA,BUMUKOYA
MANAFWA,BUBULO,NAMABYA,MASAAKA,BUNABUTUIA
MANAFWA,BUBULO,NAMABYA,MASAAKA,BUNELIMA
MANAFWA,BUBULO,NAMABYA,MASAAKA,KUFU
MANAFWA,BUBULO,NAMABYA,MASAAKA,NAMWEYA
MANAFWA,BUBULO,NAMABYA,MASAAKA,NANDERE
MANAFWA,BUBULO,NAMABYA,MASAAKA,NUUSU
MANAFWA,BUBULO,NAMABYA,MASAAKA,SIKIMBILO
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,BUKOYI
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,BUWABUYA
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,BUYAAKA
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,KIWATSALA
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,NABULIBA
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,NAMIMBO
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,NAMUNYOLE
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,SISONGOFWA
MANAFWA,BUBULO,NAMABYA,NAMUNYALI,SITEEKA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUBWAYA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUKIBETI
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BULUTSWALA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUMASAYI
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUMBOTSA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUMUKULUMA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUMUNGOMA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUMUSAYI
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUNAMUWENGE
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUNANYULI
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUNASAKA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUWASIBA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUWATSOYA
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUWETSALO
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,BUYASERE
MANAFWA,BUBULO,NAMBOKO,BUMUKULUMA,NABITSIKHI TRC
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BULUKHENDU
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BULYULI
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUMANDALI
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUMULIKA
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUSUNKYA
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUWAMBWA
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUWASIBA
MANAFWA,BUBULO,NAMBOKO,BUMULIKA,BUWELE
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUBULO
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUKHABUSI
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUMUSOMI
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUMWANGU
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUSIUMA
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUTIMBITI
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUTSELITSI
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUWAMBINGWA
MANAFWA,BUBULO,NAMBOKO,BUNAMBINGWA,BUYASERE  II
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUNEUSI
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUKASAWA
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUKHONTSO
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUKITUTU
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUMATEKA
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUNANDELE
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUSIMAOLYA
MANAFWA,BUBULO,NAMBOKO,BUWASIBA,BUTOBOSO
MANAFWA,BUBULO,SIBANGA,BULAKO,BUGOBERO I
MANAFWA,BUBULO,SIBANGA,BULAKO,BUGOBERO II
MANAFWA,BUBULO,SIBANGA,BULAKO,BUSANGAI II
MANAFWA,BUBULO,SIBANGA,BULAKO,BUSANGAI I
MANAFWA,BUBULO,SIBANGA,BULAKO,MULUKHU
MANAFWA,BUBULO,SIBANGA,BULAKO,NAMIKELO
MANAFWA,BUBULO,SIBANGA,BUMATOOLA,BIRARI
MANAFWA,BUBULO,SIBANGA,BUMATOOLA,BUMATOOLA
MANAFWA,BUBULO,SIBANGA,BUMATOOLA,BUMWALYE
MANAFWA,BUBULO,SIBANGA,BUMATOOLA,BUSIKE
MANAFWA,BUBULO,SIBANGA,BUMATOOLA,BUWAFUNGO
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,BUKHINDE I
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,BUKHINDE II
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,BUNAMUKHEYA I
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,BUNAMUKHEYA II
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,BUWAKHOME
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,ISUNU
MANAFWA,BUBULO,SIBANGA,BUNAMUKHEYA,SYEBA
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,BUMASARI I
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,BUMASARI II
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,BUWASYEBA
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,KIBIKA
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,NABITAWA I
MANAFWA,BUBULO,SIBANGA,BUWASYEBA,NABITAWA II
MANAFWA,BUBULO,SISUNI,BUMAGAMBO,BUBUSISA
MANAFWA,BUBULO,SISUNI,BUMAGAMBO,BUKASAWA LOWER
MANAFWA,BUBULO,SISUNI,BUMAGAMBO,BUMUTSOLE
MANAFWA,BUBULO,SISUNI,BUMAGAMBO,KHAMITSARU
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUKHISA
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUMUNYIFA
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUMUTUMA
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUMWANGU
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUNASITA
MANAFWA,BUBULO,SISUNI,KIBUKWA,BUWASIBI
MANAFWA,BUBULO,SISUNI,MAKENYA,BUKANGLA
MANAFWA,BUBULO,SISUNI,MAKENYA,BUMAFUMO
MANAFWA,BUBULO,SISUNI,MAKENYA,BUNALUNGU
MANAFWA,BUBULO,SISUNI,MAKENYA,BUNANGANDA
MANAFWA,BUBULO,SISUNI,SISUNI,BUKASAWA UPPER
MANAFWA,BUBULO,SISUNI,SISUNI,BUMAENA LOWER
MANAFWA,BUBULO,SISUNI,SISUNI,BUMAENA UPPER
MANAFWA,BUBULO,SISUNI,SISUNI,BUMATOOLA
MANAFWA,BUBULO,SISUNI,SISUNI,BUMUKHAMA
MANAFWA,BUBULO,SISUNI,SISUNI,BUMUNGOMA
MANAFWA,BUBULO,SISUNI,SISUNI,BUMWALYE
MANAFWA,BUBULO,SISUNI,SISUNI,BUTSEMA
MANAFWA,BUBULO,SISUNI,SISUNI,BUWAMBOKO
MANAFWA,BUBULO,SISUNI,SISUNI,BUWOPUWA
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,BUKHABIKULA
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,BUSUNO
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,MAKUNDA
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,MUSANZARI
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,MUTSASA
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,NAMANGE
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,NASIBALANGO
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,NANTSEKO
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,NELIMA
MANAFWA,BUBULO,TSEKULULU,BUKHABIKULA,SHEBONDWE
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BUKIBINO
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BILINDA
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BUNABISYELO
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BUNAMAE I
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BUNAMAE II
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,BUNAMUTUNYI
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,LULWA
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,NABIKYELE
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,NAMWELA
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,NEFULULU
MANAFWA,BUBULO,TSEKULULU,BUMUMALI,SISIKA
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,BAYA
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,BUBUYA
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,BUNAMBALE
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,BUSHANDU
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,KULYU
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,LUSALANGYE
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,MATOTOWE
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,MIKINI
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,MUSOLA
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,NABINI
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,NABUBULO
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,NAMATSOKHO
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,NANGWE
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,SITUMI
MANAFWA,BUBULO,TSEKULULU,BUNAMBALE,TIILA
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,BULUMESA
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,BUNAMWANDU
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,BUSYEFU
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,LUTSA
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMAJE
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMAKHELE
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMALOKO
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMAYUSI
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMBOKO
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMYAKU
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,NAMWILUMALI
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,SHAKHU
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,SIKHENDU
MANAFWA,BUBULO,TSEKULULU,BUNAMWANDU,SOKOKHO
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,BIYUSA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,BUNAKALABO
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,BUNASAMBI
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,LUDINGA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,LUSHA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,MAKHUMA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,MAKUNDA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,NABITERE
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,NABWEMA
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,NASALWE
MANAFWA,BUBULO,TSEKULULU,BUNASAMBI,SIBANGA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUKHASAME
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUKULYUNGU
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUSERA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUWULI
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUWAMBETE
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUWAMBETE NORTH
MANAFWA,BUBULO,TSEKULULU,BUNGATI,LWAMBALE
MANAFWA,BUBULO,TSEKULULU,BUNGATI,MABOLELO
MANAFWA,BUBULO,TSEKULULU,BUNGATI,MAKOMU
MANAFWA,BUBULO,TSEKULULU,BUNGATI,MALUNDU
MANAFWA,BUBULO,TSEKULULU,BUNGATI,MURULI
MANAFWA,BUBULO,TSEKULULU,BUNGATI,MAYUSA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,NAKOKOLO
MANAFWA,BUBULO,TSEKULULU,BUNGATI,NAMUTURWE
MANAFWA,BUBULO,TSEKULULU,BUNGATI,SHANEMBA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,SHITEREMA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,SIBANGA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,BUSIBUTA
MANAFWA,BUBULO,TSEKULULU,BUNGATI,WASHIBYA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUNASAKA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUSEKELE I
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUSEKELE II
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUTETEYA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUWANASIMBA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,BUWESWA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,KHULA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,MABINA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,MUKHOKORI
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,NABIKHUNGUKU
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,NAKHUPA
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,NAMUNYIRI
MANAFWA,BUBULO,TSEKULULU,BUSEKELE,SIKOMOSI
MANAFWA,BUBULO,TSEKULULU,BUSULWA,BITOKHO
MANAFWA,BUBULO,TSEKULULU,BUSULWA,BUNABITU
MANAFWA,BUBULO,TSEKULULU,BUSULWA,BUNEKESA
MANAFWA,BUBULO,TSEKULULU,BUSULWA,BWASHELE
MANAFWA,BUBULO,TSEKULULU,BUSULWA,LUKASO
MANAFWA,BUBULO,TSEKULULU,BUSULWA,LUNZO
MANAFWA,BUBULO,TSEKULULU,BUSULWA,MATOTOWA
MANAFWA,BUBULO,TSEKULULU,BUSULWA,MAKUTSE
MANAFWA,BUBULO,TSEKULULU,BUSULWA,NAMUKOLOLO
MANAFWA,BUBULO,TSEKULULU,BUSULWA,NAMUNDI
MANAFWA,BUBULO,TSEKULULU,BUSULWA,NAMWEJE
MANAFWA,BUBULO,TSEKULULU,BUSULWA,NETILI
MANAFWA,BUBULO,TSEKULULU,BUSULWA,SHOKOMA
MANAFWA,BUBULO,TSEKULULU,BUSULWA,TATI
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,BUTASAMA
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,BUTTINGU
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,BUWESWA
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,KULUNDU
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,MAJENGA I
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,MAJENGA II
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,MUYEMBE
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,NAFUNANI
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,NAMUNYIRI
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,SIKUNGA
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,SISABASI
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,WATOKA I
MANAFWA,BUBULO,TSEKULULU,BUTTINGU,WATOKA II
MANAFWA,BUBULO,WESWA,BUBUKANZA,BUMUKANZA A
MANAFWA,BUBULO,WESWA,BUBUKANZA,BUMUKANZA B
MANAFWA,BUBULO,WESWA,BUBUKANZA,BUSABE
MANAFWA,BUBULO,WESWA,BUBUKANZA,BUWASIKE
MANAFWA,BUBULO,WESWA,BUBUKANZA,SANGA
MANAFWA,BUBULO,WESWA,BUBUKANZA,NAKITSALALA
MANAFWA,BUBULO,WESWA,BUBUKANZA,SITUMI
MANAFWA,BUBULO,WESWA,BUNGOOLO,BULUJE
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNANDUTU A
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNANDUTU B
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNANDUTU C
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNASAMBI
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNATSABWANA A
MANAFWA,BUBULO,WESWA,BUNGOOLO,BUNATSABWANA B
MANAFWA,BUBULO,WESWA,BUNGOOLO,MABOLO
MANAFWA,BUBULO,WESWA,BUNGOOLO,SHAMBELELE
MANAFWA,BUBULO,WESWA,BUTOTO,BUMATAYA
MANAFWA,BUBULO,WESWA,BUTOTO,BUNABUYOKA A
MANAFWA,BUBULO,WESWA,BUTOTO,BUNABUYOKA B
MANAFWA,BUBULO,WESWA,BUTOTO,BUNAMAKANDA WEST A
MANAFWA,BUBULO,WESWA,BUTOTO,BUNAMAKANDA WEST B
MANAFWA,BUBULO,WESWA,BUTOTO,BUNAMIKASA
MANAFWA,BUBULO,WESWA,BUTOTO,BUNAMONO
MANAFWA,BUBULO,WESWA,BUTOTO,MAKHELE
MANAFWA,BUBULO,WESWA,BUTOTO,NAMIREMBE
MANAFWA,BUBULO,WESWA,BUWESONGA,BIRINDWA
MANAFWA,BUBULO,WESWA,BUWESONGA,BUKAKALA
MANAFWA,BUBULO,WESWA,BUWESONGA,BUMUKHWANA
MANAFWA,BUBULO,WESWA,BUWESONGA,BUNABUYOKA
MANAFWA,BUBULO,WESWA,BUWESONGA,BUSHIBINGO
MANAFWA,BUBULO,WESWA,BUWESONGA,BUWESONGA A
MANAFWA,BUBULO,WESWA,BUWESONGA,BUWESONGA B
MANAFWA,BUBULO,WESWA,BUWESONGA,MABINA
MANAFWA,BUBULO,WESWA,BUWESONGA,MUJINI
MANAFWA,BUBULO,WESWA,BUWESONGA,WAKHARU
MANAFWA,BUBULO,WESWA,BUWESSWA,BUNASHIRWE
MANAFWA,BUBULO,WESWA,BUWESSWA,BUSHABURIRI
MANAFWA,BUBULO,WESWA,BUWESSWA,MAKHONJE
MANAFWA,BUBULO,WESWA,BUWESSWA,MAKUMBA
MANAFWA,BUBULO,WESWA,BUWESSWA,MUFUFU A
MANAFWA,BUBULO,WESWA,BUWESSWA,MUFUFU B
MANAFWA,BUBULO,WESWA,BUWESSWA,MULEKWA
MANAFWA,BUBULO,WESWA,BUWESSWA,NAMBEWO A
MANAFWA,BUBULO,WESWA,BUWESSWA,NAMBEWO B
MANAFWA,BUBULO,WESWA,BUWESSWA,SHILOBO
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE CENTRAL A
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE CENTRAL B
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE EAST A
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE EAST B
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE WEST A
MANAFWA,BUBULO,WESWA,SIBANGA,BUNAMWENJE WEST B
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,BUGOBI  A
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,BUGOBI B
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,KIBIGO
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,MAKOMA
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,NAKAZINGA B
NAMUTUMBA,BUSIKI,BULANGE,BUGOBI,NAKAZINGA A
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,BUBUSA
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,BUFUYA
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,BUKENGA
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,BUSINDA A
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,BUSINDA B
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,IGHALANGIRE
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,KISENYI
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,NAWANDAGALA
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,NAWANDYO
NAMUTUMBA,BUSIKI,BULANGE,BUKENGA,NSONGWE
NAMUTUMBA,BUSIKI,BULANGE,BULANGE,BULANGE
NAMUTUMBA,BUSIKI,BULANGE,BULANGE,BUSEGERA
NAMUTUMBA,BUSIKI,BULANGE,BULANGE,BWAYUYA
NAMUTUMBA,BUSIKI,BULANGE,BULANGE,NALUKERO
NAMUTUMBA,BUSIKI,BULANGE,BULANGE,NAWANKOFU
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,BUBUTYA
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,BUTOOGOLI
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,BUTYABULE
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,BUTYABULE
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,IGULAMUBIRI
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,MAGOOLA
NAMUTUMBA,BUSIKI,BULANGE,BUWAGA,NAWAMBOGO
NAMUTUMBA,BUSIKI,BULANGE,KIREREMA,BUNAIBAMBA B
NAMUTUMBA,BUSIKI,BULANGE,KIREREMA,BUNAIBAMBA A
NAMUTUMBA,BUSIKI,BULANGE,KIREREMA,KIREKEMA  I
NAMUTUMBA,BUSIKI,BULANGE,KIREREMA,KIREREMA  II
NAMUTUMBA,BUSIKI,BULANGE,KIREREMA,KIREREMA  III
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,BUWANGA
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,KISIIRO  EAST
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,KISIIRO WEST
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,KIWOLOMERO
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,LUGULU
NAMUTUMBA,BUSIKI,BULANGE,KISIIRO,MAKENYA
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,BUBWOOLI
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,BUDUNDA
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,BUGAALI-BUDOMERO
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,BUHAIBANI
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,BUYOBOYA
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,KIBAALE
NAMUTUMBA,BUSIKI,BULANGE,MPUMIRO,MPUMIRO
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUDIDO
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUDOMERO
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUGAYI
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUGUMULA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUGWE
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUNANGWE
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUNANGWE ESTATE
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUTAMOGA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUWALIRA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,BUWONGERA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,IZINGA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,KAVULE
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,KILWANIRE
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,KISEGA
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,NAMUSITA  A
NAMUTUMBA,BUSIKI,IVUKULA,BUWALIRA,NAMUSITA  B
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,BUGABULA
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,BULEMBO
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,BWITE
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,IDUDI
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,IVUKULA
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,IVUKULA TOWN
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,KAMUDOOKE
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,KIRANGA
NAMUTUMBA,BUSIKI,IVUKULA,IVUKULA,NAWANKIMA
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,BUTIMBO
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,IWUNGIRO
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,KIGUNDA
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,KIKALU
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,KITAIGALWA
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,MAKWI
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,MANGAFU
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,NAMAKOKO
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,NANGONDE
NAMUTUMBA,BUSIKI,IVUKULA,IWUNGIRO,ZAGIRA
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,BUDHUMBA
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,BUKALAMAISO
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,KISOWOZI
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,MAKUTU
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,MPANDE
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,NAKAZINGA
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,NAMWENDA CENTRAL
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,NAMWENDA I
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,NAMWENDA II
NAMUTUMBA,BUSIKI,IVUKULA,KISOWOZI,NAMWENDA  III
NAMUTUMBA,BUSIKI,IVUKULA,LWATAMA,BUPALUKA
NAMUTUMBA,BUSIKI,IVUKULA,LWATAMA,KABIRA
